elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.3518,0.1296,0.0124,0.0204,0.0339,0.9666,0,0
1.2050,0.3313,0.1121,0.0367,0.0379,0.0304,0.9701,0,0
1.6040,0.3190,0.0825,0.0650,0.0675,0.0256,0.9748,0,0
1.8040,0.3124,0.0743,0.0739,0.0757,0.0233,0.9770,0,0
2.0050,0.3041,0.0674,0.0858,0.0826,0.0212,0.9791,0,0
2.2050,0.3006,0.0605,0.0901,0.0895,0.0196,0.9806,0,0
2.6040,0.3079,0.0537,0.0835,0.0963,0.0165,0.9836,0,0
3.0040,0.3031,0.0511,0.0777,0.0989,0.0143,0.9858,0,0
3.2040,0.3091,0.0473,0.0799,0.1027,0.0132,0.9869,0,0
3.4050,0.3086,0.0463,0.0786,0.1037,0.0133,0.9868,0,0
3.6060,0.3139,0.0459,0.0751,0.1041,0.0121,0.9880,0,0
4.0060,0.3186,0.0443,0.0673,0.1057,0.0110,0.9890,0,0
4.4040,0.3208,0.0422,0.0681,0.1078,0.0105,0.9896,0,0
4.6050,0.3176,0.0431,0.0719,0.1069,0.0102,0.9898,0,0
4.8050,0.3269,0.0402,0.0715,0.1098,0.0093,0.9907,0,0
5.2040,0.3325,0.0414,0.0700,0.1086,0.0089,0.9911,0,0
5.4050,0.3342,0.0391,0.0705,0.1109,0.0086,0.9915,0,0
5.8050,0.3264,0.0391,0.0699,0.1109,0.0093,0.9907,0,0
6.2040,0.3353,0.0318,0.0739,0.1182,0.0076,0.9924,0,0
6.4070,0.3393,0.0322,0.0769,0.1178,0.0079,0.9921,0,0
6.8060,0.3396,0.0303,0.0769,0.1197,0.0076,0.9924,0,0
7.0060,0.3437,0.0302,0.0769,0.1198,0.0074,0.9926,0,0
7.4040,0.3412,0.0324,0.0781,0.1176,0.0077,0.9923,0,0
7.6050,0.3412,0.0319,0.0773,0.1181,0.0072,0.9928,0,0
8.0050,0.3421,0.0322,0.0781,0.1178,0.0067,0.9933,0,0
8.2060,0.3401,0.0326,0.0775,0.1174,0.0068,0.9932,0,0
8.6040,0.3406,0.0327,0.0761,0.1173,0.0068,0.9932,0,0
8.8050,0.3414,0.0330,0.0771,0.1170,0.0066,0.9934,0,0
9.2050,0.3430,0.0314,0.0784,0.1186,0.0061,0.9939,0,0
9.6040,0.3454,0.0316,0.0792,0.1184,0.0058,0.9942,0,0
9.8040,0.3483,0.0311,0.0797,0.1189,0.0054,0.9946,0,0
10.0050,0.3481,0.0312,0.0792,0.1188,0.0054,0.9947,0,0
10.2050,0.3525,0.0308,0.0805,0.1192,0.0051,0.9949,0,0
10.4050,0.3518,0.0308,0.0817,0.1192,0.0050,0.9950,0,0
10.6060,0.3530,0.0314,0.0821,0.1186,0.0049,0.9951,0,0
10.8060,0.3512,0.0306,0.0804,0.1194,0.0048,0.9952,0,0
11.2040,0.3538,0.0300,0.0823,0.1200,0.0045,0.9955,0,0
11.4040,0.3535,0.0304,0.0822,0.1196,0.0045,0.9956,0,0
11.6050,0.3549,0.0306,0.0846,0.1194,0.0045,0.9955,0,0
11.8060,0.3558,0.0310,0.0860,0.1190,0.0044,0.9956,0,0
12.0040,0.3565,0.0315,0.0868,0.1185,0.0044,0.9956,1,1
