elapsed_sec,linear_error_nom,angular_error_nom,linear_error_pub,angular_error_pub,tr_sigma,C_t,pose_ok,pass_now
1.0040,0.1382,0.0534,0.0032,0.0034,0.0056,0.9944,0,0
1.4040,0.1343,0.0502,0.0118,0.0002,0.0057,0.9943,0,0
1.8030,0.1415,0.0522,0.0181,0.0022,0.0052,0.9948,0,0
2.0040,0.1466,0.0531,0.0237,0.0031,0.0052,0.9948,0,0
2.4030,0.1516,0.0538,0.0343,0.0038,0.0049,0.9951,0,0
2.6040,0.1557,0.0565,0.0412,0.0065,0.0048,0.9952,0,0
2.8060,0.1611,0.0570,0.0469,0.0070,0.0047,0.9953,0,0
3.2050,0.1700,0.0577,0.0542,0.0077,0.0045,0.9955,0,0
3.6030,0.1715,0.0596,0.0604,0.0096,0.0041,0.9959,0,0
3.8050,0.1754,0.0601,0.0657,0.0101,0.0038,0.9962,0,0
4.2060,0.1768,0.0605,0.0701,0.0105,0.0036,0.9964,0,0
4.6030,0.1815,0.0606,0.0755,0.0106,0.0034,0.9966,0,0
4.8070,0.1815,0.0592,0.0743,0.0092,0.0034,0.9966,0,0
5.0080,0.1840,0.0585,0.0782,0.0085,0.0033,0.9967,0,0
5.4080,0.1902,0.0574,0.0866,0.0074,0.0031,0.9969,0,0
5.8050,0.1930,0.0562,0.0903,0.0062,0.0029,0.9971,0,0
6.2070,0.1945,0.0556,0.0917,0.0056,0.0027,0.9973,0,0
6.6030,0.1923,0.0558,0.0909,0.0058,0.0025,0.9975,0,0
6.8040,0.1937,0.0557,0.0925,0.0057,0.0025,0.9975,0,0
7.0080,0.1944,0.0554,0.0927,0.0054,0.0025,0.9975,0,0
7.4060,0.1978,0.0561,0.0957,0.0061,0.0024,0.9977,0,0
7.8040,0.1980,0.0555,0.0956,0.0055,0.0023,0.9977,0,0
8.0050,0.1993,0.0546,0.0969,0.0046,0.0023,0.9977,0,0
8.2070,0.2009,0.0541,0.0987,0.0041,0.0022,0.9978,0,0
8.4080,0.2003,0.0544,0.0985,0.0044,0.0022,0.9978,0,0
8.8040,0.2000,0.0541,0.0990,0.0041,0.0021,0.9979,0,0
9.0060,0.1995,0.0547,0.0988,0.0047,0.0021,0.9979,0,0
9.4040,0.1968,0.0553,0.0972,0.0053,0.0021,0.9979,0,0
9.6040,0.1948,0.0555,0.0956,0.0055,0.0021,0.9979,0,0
9.8070,0.1940,0.0566,0.0959,0.0066,0.0020,0.9980,0,0
10.2040,0.1926,0.0570,0.0954,0.0070,0.0018,0.9982,0,0
10.6030,0.1925,0.0575,0.0965,0.0075,0.0017,0.9983,0,0
10.8030,0.1911,0.0577,0.0956,0.0077,0.0017,0.9983,0,0
11.0070,0.1908,0.0575,0.0958,0.0075,0.0016,0.9984,0,0
11.2080,0.1916,0.0571,0.0969,0.0071,0.0015,0.9985,0,0
11.6040,0.1908,0.0565,0.0968,0.0065,0.0014,0.9986,0,0
12.0040,0.1877,0.0566,0.0949,0.0066,0.0013,0.9987,1,1
